"id";"uri";"nome";"idLegislatura";"dataStatus";"documentoSgm";"presidente";"presidenteUri";"observacao";"oficioTitulo";"oficioAutorTipo";"oficioAutor";"oficioAutorUri";"oficioDataApresentacao";"oficioDataPublicacao"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"57";"2023-02-02T00:00:00";"326/2023";"ROSANGELA GOMES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"Rosangela Gomes";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"56";"2019-02-04T00:00:00";"263/2019";"ROSANGELA GOMES";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"14/02/19 - Recebido ofício comunicando a diretoria do grupo e encaminhando novas adesões.";"4/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/178945";"ROSANGELA GOMES";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"55";"2019-01-30T00:00:00";"1568/2015";"ROBERTO ROCHA";"";"";"10/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"";"2015-03-12T00:00:00";"2015-03-17T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"55";"2015-03-12T00:00:00";"1568/2015";"LUIZ CARLOS HAULY";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"";"10/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"";"2015-03-12T00:00:00";"2015-03-17T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"54";"2011-11-09T00:00:00";"7403/2011";"ANTONIO CARLOS MENDES THAME";"https://dadosabertos.camara.leg.br/api/v2/deputados/73584";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73584";"ANTONIO CARLOS MENDES THAME";"";"2011-11-09T00:00:00";"2011-10-21T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"53";"2007-12-06T00:00:00";"4233/2007";"LUIZ CARLOS HAULY";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"";"2007-12-06T00:00:00";"2007-12-07T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"52";"2004-07-08T00:00:00";"2301/2004";"LUIZ CARLOS HAULY";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"LUIZ CARLOS HAULY";"";"2004-07-08T00:00:00";"2004-07-16T00:00:00"
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"51";"2000-10-23T00:00:00";"";"MANOEL CASTRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74633";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74535";"BENITO GAMA";"";"1999-02-02T00:00:00";""
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"51";"1999-02-02T00:00:00";"";"BENITO GAMA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74535";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74535";"BENITO GAMA";"";"1999-02-02T00:00:00";""
"34";"https://dadosabertos.camara.leg.br/api/v2/grupos/34";"Brasil/Estados Unidos";"50";"1997-07-23T00:00:00";"";"BENITO GAMA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74535";"Não foi encaminhado Ofício, mas apenas a Ata de Fundação do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74535";"BENITO GAMA";"";"1997-07-23T00:00:00";""
"35";"https://dadosabertos.camara.leg.br/api/v2/grupos/35";"Brasil/Finlândia";"57";"2023-10-18T00:00:00";"3141/2023";"RODRIGO VALADARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/165470";"";"1/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/165470";"Rodrigo Valadares";"";"2023-06-21T00:00:00";"2023-10-18T00:00:00"
"35";"https://dadosabertos.camara.leg.br/api/v2/grupos/35";"Brasil/Finlândia";"56";"2019-06-19T00:00:00";"1604/2019";"DANIEL SILVEIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"19/06/19 - Recebido o OF s/n/19, comunicando que o Dep. Daniel Silveira passa a ser o Presidente do Grupo .";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"35";"https://dadosabertos.camara.leg.br/api/v2/grupos/35";"Brasil/Finlândia";"56";"2019-03-28T00:00:00";"1604/2019";"HELIO LOPES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"19/06/19 - Recebido o OF s/n/19, comunicando que o Dep. Daniel Silveira passa a ser o Presidente do Grupo .";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"35";"https://dadosabertos.camara.leg.br/api/v2/grupos/35";"Brasil/Finlândia";"55";"2016-02-04T00:00:00";"134/2016";"LEONARDO MONTEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74156";"";"12/2016";"https://dadosabertos.camara.leg.br/api/v2/deputados/74156";"LEONARDO MONTEIRO";"";"2016-02-04T00:00:00";"2016-02-04T00:00:00"
"35";"https://dadosabertos.camara.leg.br/api/v2/grupos/35";"Brasil/Finlândia";"52";"2005-03-17T00:00:00";"1173/2005";"ZULAIE COBRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"";"107/2005";"https://dadosabertos.camara.leg.br/api/v2/deputados/73645";"ZULAIE COBRA";"";"2005-03-17T00:00:00";"2005-04-26T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"57";"2023-02-02T00:00:00";"237/2023";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"Vinicius Carvalho";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"56";"2019-02-04T00:00:00";"268/2019";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"27/02/2019 - Recebido o OF 11/2019, indicando a diretoria e novos membros.";"7/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"VINICIUS CARVALHO";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"54";"2013-06-06T00:00:00";"2698/2011";"HUGO NAPOLEÃO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160974";"Em 06/06/2013, foi recebido o OF 4/2013, comunicando a nova diretoria do Grupo para o biênio 2013/2015.";"2/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/160647";"EDUARDO AZEREDO";"";"2011-04-28T00:00:00";"2011-05-02T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"54";"2011-04-28T00:00:00";"2698/2011";"EDUARDO AZEREDO";"https://dadosabertos.camara.leg.br/api/v2/deputados/160647";"Em 06/06/2013, foi recebido o OF 4/2013, comunicando a nova diretoria do Grupo para o biênio 2013/2015.";"2/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/160647";"EDUARDO AZEREDO";"";"2011-04-28T00:00:00";"2011-05-02T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"53";"2007-12-06T00:00:00";"4234/2007";"MARCONDES GADELHA";"https://dadosabertos.camara.leg.br/api/v2/deputados/74470";"Não foi encaminhado ofício, mas apenas a Ata da reunião de reativação do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74470";"MARCONDES GADELHA";"";"2007-12-06T00:00:00";"2007-12-12T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"52";"2005-04-06T00:00:00";"3103/2003";"PAULO DELGADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74754";"";"2/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/73430";"ALOYSIO NUNES FERREIRA";"";"2003-06-12T00:00:00";"2003-07-01T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"52";"2003-06-12T00:00:00";"3103/2003";"ALOYSIO NUNES FERREIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73430";"";"2/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/73430";"ALOYSIO NUNES FERREIRA";"";"2003-06-12T00:00:00";"2003-07-01T00:00:00"
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"51";"1999-03-11T00:00:00";"";"ALOYSIO NUNES FERREIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73430";"Não foi encaminhado ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73430";"ALOYSIO NUNES FERREIRA";"";"1999-03-11T00:00:00";""
"36";"https://dadosabertos.camara.leg.br/api/v2/grupos/36";"Brasil/França";"50";"1995-05-10T00:00:00";"";"ADYLSON MOTTA";"https://dadosabertos.camara.leg.br/api/v2/deputados/73887";"Não foi recebido ofício, mas apenas a Ata da reunião do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73887";"ADYLSON MOTTA";"";"1995-05-10T00:00:00";""
"108";"https://dadosabertos.camara.leg.br/api/v2/grupos/108";"Brasil/Geórgia";"57";"2023-02-02T00:00:00";"325/2023";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"";"3/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"Claudio Cajado";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"108";"https://dadosabertos.camara.leg.br/api/v2/grupos/108";"Brasil/Geórgia";"56";"2019-10-02T00:00:00";"6530/2019";"CLAUDIO CAJADO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"";"271/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/74537";"CLAUDIO CAJADO";"";"2019-10-02T00:00:00";"2019-10-02T00:00:00"
"37";"https://dadosabertos.camara.leg.br/api/v2/grupos/37";"Brasil/Grécia";"57";"2023-07-07T00:00:00";"2148/2023";"THIAGO DE JOALDO";"https://dadosabertos.camara.leg.br/api/v2/deputados/220560";"";"15/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/220560";"Thiago de Joaldo";"";"2023-05-03T00:00:00";"2023-07-07T00:00:00"
"37";"https://dadosabertos.camara.leg.br/api/v2/grupos/37";"Brasil/Grécia";"56";"2019-02-21T00:00:00";"669/2019";"FÁBIO HENRIQUE";"https://dadosabertos.camara.leg.br/api/v2/deputados/68720";"";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/68720";"FÁBIO HENRIQUE";"";"2019-02-21T00:00:00";"2019-02-21T00:00:00"
"37";"https://dadosabertos.camara.leg.br/api/v2/grupos/37";"Brasil/Grécia";"54";"2011-02-17T00:00:00";"787/2011";"VIEIRA DA CUNHA";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"VIEIRA DA CUNHA";"";"2011-02-17T00:00:00";"2011-02-21T00:00:00"
"37";"https://dadosabertos.camara.leg.br/api/v2/grupos/37";"Brasil/Grécia";"53";"2008-03-19T00:00:00";"599/2008";"VIEIRA DA CUNHA";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141400";"VIEIRA DA CUNHA";"";"2008-03-19T00:00:00";"2008-03-26T00:00:00"
"38";"https://dadosabertos.camara.leg.br/api/v2/grupos/38";"Brasil/Guiana";"57";"2023-03-14T00:00:00";"827/2023";"ALBUQUERQUE";"https://dadosabertos.camara.leg.br/api/v2/deputados/220538";"";"1/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/220538";"Albuquerque";"";"2023-03-14T00:00:00";"2023-03-23T00:00:00"
"39";"https://dadosabertos.camara.leg.br/api/v2/grupos/39";"Brasil/Hungria";"57";"2024-02-21T00:00:00";"5546/2023";"ALFREDO GASPAR";"https://dadosabertos.camara.leg.br/api/v2/deputados/220576";"";"543/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/220576";"Alfredo Gaspar";"";"2023-10-30T00:00:00";"2024-02-21T00:00:00"
"39";"https://dadosabertos.camara.leg.br/api/v2/grupos/39";"Brasil/Hungria";"56";"2019-02-13T00:00:00";"434/2019";"EFRAIM FILHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141422";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141422";"EFRAIM FILHO";"";"2019-02-13T00:00:00";"2019-02-13T00:00:00"
"39";"https://dadosabertos.camara.leg.br/api/v2/grupos/39";"Brasil/Hungria";"54";"2011-09-01T00:00:00";"6144/2011";"BRUNO ARAÚJO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141394";"";"21/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/141394";"BRUNO ARAÚJO";"";"2011-09-01T00:00:00";"2011-09-05T00:00:00"
"39";"https://dadosabertos.camara.leg.br/api/v2/grupos/39";"Brasil/Hungria";"53";"2008-05-07T00:00:00";"1092/2008";"BRUNO ARAÚJO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141394";"";"3/2008";"https://dadosabertos.camara.leg.br/api/v2/deputados/141394";"BRUNO ARAÚJO";"";"2008-05-07T00:00:00";"2008-05-08T00:00:00"
"39";"https://dadosabertos.camara.leg.br/api/v2/grupos/39";"Brasil/Hungria";"50";"1996-12-11T00:00:00";"";"EFRAIM MORAIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/74407";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/74407";"EFRAIM MORAIS";"";"1996-12-11T00:00:00";""
"40";"https://dadosabertos.camara.leg.br/api/v2/grupos/40";"Brasil/Índia";"57";"2023-02-02T00:00:00";"229/2023";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"Vinicius Carvalho";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"40";"https://dadosabertos.camara.leg.br/api/v2/grupos/40";"Brasil/Índia";"56";"2019-02-04T00:00:00";"270/2019";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"VINICIUS CARVALHO";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"40";"https://dadosabertos.camara.leg.br/api/v2/grupos/40";"Brasil/Índia";"55";"2016-07-13T00:00:00";"4058/2016";"VINICIUS CARVALHO";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"";"47/2016";"https://dadosabertos.camara.leg.br/api/v2/deputados/141555";"VINICIUS CARVALHO";"";"2016-07-13T00:00:00";"2016-07-15T00:00:00"
"40";"https://dadosabertos.camara.leg.br/api/v2/grupos/40";"Brasil/Índia";"53";"2007-05-09T00:00:00";"";"ABELARDO LUPION";"https://dadosabertos.camara.leg.br/api/v2/deputados/73764";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73764";"ABELARDO LUPION";"";"2007-05-09T00:00:00";"2007-05-14T00:00:00"
"40";"https://dadosabertos.camara.leg.br/api/v2/grupos/40";"Brasil/Índia";"51";"1999-11-18T00:00:00";"";"ABELARDO LUPION";"https://dadosabertos.camara.leg.br/api/v2/deputados/73764";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73764";"ABELARDO LUPION";"";"1999-11-18T00:00:00";""
"41";"https://dadosabertos.camara.leg.br/api/v2/grupos/41";"Brasil/Indonésia";"57";"2023-02-02T00:00:00";"322/2023";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"David Soares";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"41";"https://dadosabertos.camara.leg.br/api/v2/grupos/41";"Brasil/Indonésia";"56";"2019-05-16T00:00:00";"1602/2019";"LOESTER TRUTIS";"https://dadosabertos.camara.leg.br/api/v2/deputados/204382";"16/05/19 - Recebido OF s/n/19, comunicando que a presidência do Grupo passará a ser do Dep. Loester Trutis. (Presidente anterior: Helio Lopes) - RM 2855/19";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"41";"https://dadosabertos.camara.leg.br/api/v2/grupos/41";"Brasil/Indonésia";"56";"2019-03-28T00:00:00";"1602/2019";"HELIO LOPES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"16/05/19 - Recebido OF s/n/19, comunicando que a presidência do Grupo passará a ser do Dep. Loester Trutis. (Presidente anterior: Helio Lopes) - RM 2855/19";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
"41";"https://dadosabertos.camara.leg.br/api/v2/grupos/41";"Brasil/Indonésia";"51";"2001-12-06T00:00:00";"";"AUGUSTO FRANCO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74561";"";"1/2001";"https://dadosabertos.camara.leg.br/api/v2/deputados/74561";"AUGUSTO FRANCO";"";"2001-12-06T00:00:00";""
"42";"https://dadosabertos.camara.leg.br/api/v2/grupos/42";"Brasil/Irã";"56";"2020-07-29T00:00:00";"3766/2020";"ROMAN";"https://dadosabertos.camara.leg.br/api/v2/deputados/178930";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/178930";"Roman";"";"2020-07-29T00:00:00";"2020-08-19T00:00:00"
"42";"https://dadosabertos.camara.leg.br/api/v2/grupos/42";"Brasil/Irã";"55";"2015-10-07T00:00:00";"6231/2015";"WADSON RIBEIRO";"https://dadosabertos.camara.leg.br/api/v2/deputados/137853";"";"50/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/137853";"WADSON RIBEIRO";"";"2015-10-07T00:00:00";"2015-10-07T00:00:00"
"42";"https://dadosabertos.camara.leg.br/api/v2/grupos/42";"Brasil/Irã";"54";"2011-06-16T00:00:00";"4222/2011";"VALDIR COLATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"Em 23/10/2003, foi recebido o OF 4/2013, comunicando a nova diretoria para a 3ª Sessão Legislativa Ordinária da 54ª Legislatura.";"96/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"VALDIR COLATTO";"";"2011-06-16T00:00:00";"2011-06-16T00:00:00"
"42";"https://dadosabertos.camara.leg.br/api/v2/grupos/42";"Brasil/Irã";"53";"2008-11-18T00:00:00";"2781/2008";"VALDIR COLATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"";"2/2008";"https://dadosabertos.camara.leg.br/api/v2/deputados/74010";"VALDIR COLATTO";"";"2008-11-18T00:00:00";"2008-11-25T00:00:00"
"43";"https://dadosabertos.camara.leg.br/api/v2/grupos/43";"Brasil/Iraque";"56";"2021-07-19T00:00:00";"4028/2021";"DAVID SOARES";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"";"0/2021";"https://dadosabertos.camara.leg.br/api/v2/deputados/204511";"David Soares";"";"2021-07-19T00:00:00";"2021-08-03T00:00:00"
"43";"https://dadosabertos.camara.leg.br/api/v2/grupos/43";"Brasil/Iraque";"54";"2012-12-06T00:00:00";"6262/2012";"JORGE TADEU MUDALEN";"https://dadosabertos.camara.leg.br/api/v2/deputados/73535";"";"137/2012";"https://dadosabertos.camara.leg.br/api/v2/deputados/73535";"JORGE TADEU MUDALEN";"";"2012-12-06T00:00:00";"2012-12-11T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"57";"2023-02-02T00:00:00";"321/2023";"GILBERTO ABRAMO";"https://dadosabertos.camara.leg.br/api/v2/deputados/204491";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204491";"Gilberto Abramo";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"56";"2019-02-04T00:00:00";"256/2019";"MARCOS PEREIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"";"1/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/204506";"MARCOS PEREIRA";"";"2019-02-04T00:00:00";"2019-02-04T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"55";"2015-03-26T00:00:00";"2151/2015";"JONY MARCOS";"https://dadosabertos.camara.leg.br/api/v2/deputados/178971";"";"7/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/178971";"JONY MARCOS";"";"2015-03-26T00:00:00";"2015-03-30T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"54";"2013-04-23T00:00:00";"2076/2013";"FLEXA RIBEIRO";"";"";"5/2013";"";"FLEXA RIBEIRO";"";"2013-04-23T00:00:00";"2013-04-24T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"53";"2009-03-26T00:00:00";"";"DR. TALMIR";"https://dadosabertos.camara.leg.br/api/v2/deputados/141550";"";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/141550";"DR. TALMIR";"";"2009-03-26T00:00:00";"2009-03-27T00:00:00"
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"51";"1999-04-08T00:00:00";"";"CUNHA BUENO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73443";"Não foi encaminhado ofício, mas apenas a Ata da reunião.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73443";"CUNHA BUENO";"";"1999-04-08T00:00:00";""
"44";"https://dadosabertos.camara.leg.br/api/v2/grupos/44";"Brasil/Israel";"50";"1996-11-11T00:00:00";"";"BERNARDO CABRAL";"";"";"95/1995";"";"BERNARDO CABRAL";"";"1996-11-11T00:00:00";""
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"57";"2023-06-07T00:00:00";"320/2023";"EROS BIONDINI";"https://dadosabertos.camara.leg.br/api/v2/deputados/160640";"";"1/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/220559";"Julia Zanatta";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"57";"2023-02-02T00:00:00";"320/2023";"JULIA ZANATTA";"https://dadosabertos.camara.leg.br/api/v2/deputados/220559";"";"1/2023";"https://dadosabertos.camara.leg.br/api/v2/deputados/220559";"Julia Zanatta";"";"2023-02-02T00:00:00";"2023-02-02T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"56";"2021-02-23T00:00:00";"293/2019";"CARLOS ZARATTINI";"https://dadosabertos.camara.leg.br/api/v2/deputados/141398";"12/02/19; 13/02/19; 15/02/19; 19/02/19 - Recebidas novas adesões.
20/02/19 - Recebido Ofício com a indicação dos membros da Diretoria.
26/03/2019 - Recebido ofício com alteração no ESTATUTO (RM 1526/2019)";"5/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/73466";"RUBENS BUENO";"";"2019-02-06T00:00:00";"2019-02-06T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"56";"2019-02-06T00:00:00";"293/2019";"RUBENS BUENO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73466";"12/02/19; 13/02/19; 15/02/19; 19/02/19 - Recebidas novas adesões.
20/02/19 - Recebido Ofício com a indicação dos membros da Diretoria.
26/03/2019 - Recebido ofício com alteração no ESTATUTO (RM 1526/2019)";"5/2019";"https://dadosabertos.camara.leg.br/api/v2/deputados/73466";"RUBENS BUENO";"";"2019-02-06T00:00:00";"2019-02-06T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"55";"2017-04-11T00:00:00";"2391/2015";"RUBENS BUENO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73466";"";"2/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"RICARDO BARROS";"";"2015-04-08T00:00:00";"2015-04-08T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"55";"2015-04-08T00:00:00";"2391/2015";"RICARDO BARROS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"";"2/2015";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"RICARDO BARROS";"";"2015-04-08T00:00:00";"2015-04-08T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"54";"2013-12-04T00:00:00";"309/2011";"CIDA BORGHETTI";"https://dadosabertos.camara.leg.br/api/v2/deputados/160580";"";"124/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/141472";"RICARDO TRIPOLI";"";"2011-02-03T00:00:00";"2011-02-07T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"54";"2011-02-03T00:00:00";"309/2011";"RICARDO TRIPOLI";"https://dadosabertos.camara.leg.br/api/v2/deputados/141472";"";"124/2011";"https://dadosabertos.camara.leg.br/api/v2/deputados/141472";"RICARDO TRIPOLI";"";"2011-02-03T00:00:00";"2011-02-07T00:00:00"
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"53";"2007-12-07T00:00:00";"";"RICARDO BARROS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"Não foi encaminhado ofício, mas apenas a Ata da reunião de instalação do Grupo.";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"RICARDO BARROS";"";"2007-12-07T00:00:00";""
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"52";"2003-06-25T00:00:00";"";"RICARDO BARROS";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"";"81/2003";"https://dadosabertos.camara.leg.br/api/v2/deputados/73788";"RICARDO BARROS";"";"2003-06-25T00:00:00";""
"45";"https://dadosabertos.camara.leg.br/api/v2/grupos/45";"Brasil/Itália";"51";"1999-12-06T00:00:00";"";"LUCIANO PIZZATTO";"https://dadosabertos.camara.leg.br/api/v2/deputados/73777";"";"511/1999";"https://dadosabertos.camara.leg.br/api/v2/deputados/73777";"LUCIANO PIZZATTO";"";"1999-12-06T00:00:00";""
"47";"https://dadosabertos.camara.leg.br/api/v2/grupos/47";"Brasil/Jamaica";"56";"2019-06-19T00:00:00";"1601/2019";"DANIEL SILVEIRA";"https://dadosabertos.camara.leg.br/api/v2/deputados/204454";"19/06/19 - Recebido o OF s/n/19, comunicando que o Dep. Daniel Silveira passa a ser o Presidente do Grupo .";"";"https://dadosabertos.camara.leg.br/api/v2/deputados/204444";"HELIO LOPES";"";"2019-03-28T00:00:00";"2019-03-28T00:00:00"
