"uri";"sigla";"apelido";"nome";"nomePublicacao";"codTipoOrgao";"tipoOrgao";"dataInicio";"dataInstalacao";"dataFim";"dataFimOriginal";"codSituacao";"descricaoSituacao";"casa";"sala";"urlWebsite"
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537198";"PEC20612";"PEC 206/12 - PROFISSÃO DE JORNALISTA";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 206-A, de 2012, do Senado Federal, que ""acrescenta §§ 7º e 8º ao art. 220 da Constituição Federal, para dispor sobre a profissão de jornalista""";"COMISSÃO ESPECIAL - PEC 206/12 - PROFISSÃO DE JORNALISTA";"3";"Comissão Especial";"2014-05-29T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537199";"PL520113";"PL 5201/13 - PROFORTE";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 5201, de 2013, do Sr.  André Figueiredo, que ""altera a Lei nº 11.345, de 14 de setembro de 2006, para modificar a destinação dos valores arrecadados no concurso de prognóstico denominado Timemania com o objetivo de torná-la mais atraente para seus apostadores e de aumentar a capacidade de pagamento das entidades desportivas quanto às suas dívidas fiscais junto à União, e dá outras providências "" e apensado";"COMISSÃO ESPECIAL - PL 5201/13 - PROFORTE";"3";"Comissão Especial";"2013-11-19T00:00:00";"2013-11-27T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537200";"SUBPAC";"CFFC - SUBCOMISSÃO PERMANENTE OBRAS DO PAC";"Subcomissão Permanente para acompanhamento e fiscalização dos recursos públicos federais aplicados em obras inacabadas e também daquelas em execução no âmbito do Programa de Aceleração do Crescimento - PAC.";"CFFC - SUBCOMISSÃO PERMANENTE OBRAS DO PAC";"25";"Subcomissão";"2013-06-05T00:00:00";"2014-04-02T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537201";"GTREFTR";"LEGISLAÇÃO TRIBUTÁRIA NACIONAL";"Grupo de Trabalho para análise, estudo e formulação de proposições relacionadas à Reforma da Legislação Tributária Nacional";"Grupo de Trabalho sobre a Legislação Tributária Nacional";"10";"Grupo de Trabalho";"2013-12-04T00:00:00";"2014-02-26T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537202";"REP-1213";"COMISSÃO REPRESENTATIVA DO CONGRESSO NACIONAL";"Comissão Representativa do Congresso Nacional prevista no § 4º do art. 58 da Constituição Federal (período de 24 de dezembro de 2013 a 02 de fevereiro de 2014)";"COMISSÃO REPRESENTATIVA DO CONGRESSO NACIONAL";"8";"Comissão Representativa do CN";"2013-12-11T00:00:00";"2013-12-24T00:00:00";"2014-02-03T00:00:00";"";"7";"Extinta";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537203";"PL617013";"PL 6170/13 - REGULAMENTA O MARKETING MULTINÍVEL";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6170, de 2013, do Sr. Silas Câmara, que ""regulamenta as atividades de operador de Marketing Multinível no Brasil"" e apensados";"COMISSÃO ESPECIAL - PL 6170/13 - REGULAMENTA O MARKETING MULTINÍVEL";"3";"Comissão Especial";"2013-11-27T00:00:00";"2014-02-11T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537209";"CPIPREC";"CPI - PRECATÓRIO TRT";"Comissão Parlamentar de Inquérito, com a finalidade de apurar denúncias de fraude no pagamento de precatório expedido pelo Tribunal Regional do Trabalho da 14ª Região na década de 1990 e que foi suspenso pelo Conselho Nacional de Justiça em decisão liminar no Pedido de Providências nº 000325-88.2012.2.00.0000, que tramita em segredo de justiça, e a investigação da Polícia Federal de ameaça sofrida por Juízes do Trabalho relacionado ao caso, conforme diversas matérias publicadas pela imprensa";"CPI - PRECATÓRIO TRT";"4";"Comissão Parlamentar de Inquérito";"2013-11-28T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537211";"PEC35813";"PEC 358/13 - EXECUÇÃO DA LEI ORÇAMENTÁRIA ANUAL";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 358-A, de 2013, do Senado Federal, que ""altera os arts. 165 e 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica"", e apensada";"COMISSÃO ESPECIAL - PEC 358/13 - EXECUÇÃO DA LEI ORÇAMENTÁRIA ANUAL";"3";"Comissão Especial";"2013-12-11T00:00:00";"2014-02-19T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537213";"PEC49110";"PEC 491/10 - PROÍBE IMPOSTO SOBRE INSUMOS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 491, de 2010, do Sr. Luiz Carlos Hauly e outros, que ""acresce incisos ao art. 150, VI e art. 155, X da Constituição Federal"" (proíbe a criação de imposto incidente sobre insumos agrícolas, pecuária, alimentos para o consumo humano e medicamentos), e apensadas";"COMISSÃO ESPECIAL - PEC 491/10 - PROÍBE IMPOSTO SOBRE INSUMOS";"3";"Comissão Especial";"2013-12-17T00:00:00";"2014-05-14T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537216";"PEC09211";"PEC 092/11 - ICMS NA EXPORTAÇÃO DE BENS MINERAIS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 92-A, de 2011, do Sr. Cláudio Puty e outros, que ""acrescenta parágrafo ao art. 155 da Constituição"" (estabelece a incidência de ICMS para exportação de bens minerais primários ou semi-elaborados) e apensada";"COMISSÃO ESPECIAL - PEC 092/11 - ICMS NA EXPORTAÇÃO DE BENS MINERAIS";"3";"Comissão Especial";"2014-03-19T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537217";"CEFAUNA";"PROTEÇÃO DA FAUNA BRASILEIRA";"Comissão Especial destinada a analisar as proposições sobre a fauna nativa, silvestre, doméstica, domesticada e exótica, de forma consolidada, e apresentar propostas a fim de dar tratamento uniforme e adequado a tais proposições";"Comissão Especial sobre Proteção da Fauna Brasileira";"3";"Comissão Especial";"2014-02-04T00:00:00";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537219";"PL737014";"PL 7370/14 - REPRESSÃO AO TRÁFICO DE PESSOAS";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 7370, de 2014, do Senado Federal, que ""dispõe sobre prevenção e repressão ao tráfico interno e internacional de pessoas e sobre medidas de atenção às vítimas; altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e as Leis nºs 6.815, de 19 de agosto de 1980, e 7.998, de 11 de janeiro de 1990; e revoga dispositivos do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal)"", e apensados";"COMISSÃO ESPECIAL - PL 7370/14 - REPRESSÃO AO TRÁFICO DE PESSOAS";"3";"Comissão Especial";"2013-12-12T00:00:00";"2014-05-20T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537222";"PL684013";"PL 6840/13 - JORNADA INTEGRAL NO ENSINO MÉDIO";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6840, de 2013, da Comissão Especial destinada a promover estudos e proposições para a reformulação do ensino médio, que ""altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para instituir a jornada em tempo integral no ensino médio, dispor sobre a organização dos currículos do ensino médio em áreas do conhecimento e dá outras providências""";"COMISSÃO ESPECIAL - PL 6840/13 - JORNADA INTEGRAL NO ENSINO MÉDIO";"3";"Comissão Especial";"2013-12-19T00:00:00";"2014-04-01T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537225";"CMPPLP";"COMISSÃO MISTA PERMANENTE PAÍSES LÍNGUA PORTUGUESA";"Comissão Mista do Congresso Nacional de Assuntos Relacionados à Comunidade dos Países de Língua Portuguesa";"COMISSÃO MISTA PERMANENTE PAÍSES LÍNGUA PORTUGUESA";"6";"Comissão Mista Permanente";"2014-05-25T00:00:00";"2014-05-28T00:00:00";"2019-01-31T00:00:00";"";"7";"Extinta";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537226";"CMPCCAI";"COMISSÃO MISTA PERMANENTE CCAI";"Comissão Mista de Controle das Atividades de Inteligência (CCAI).";"COMISSÃO MISTA PERMANENTE CCAI";"6";"Comissão Mista Permanente";"2013-11-22T00:00:00";"2014-03-19T00:00:00";"2019-01-31T00:00:00";"";"7";"Extinta";"Congresso Nacional";"Senado Federal";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537227";"CESANEAM";"UNIVERSALIZAÇÃO DO SANEAMENTO AMBIENTAL";"Comissão Especial para Construção da Política de Universalização do Saneamento Ambiental";"Comissão Especial sobre Universalização do Saneamento Ambiental";"3";"Comissão Especial";"2014-02-11T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537228";"PL699813";"PL 6998/13 - PRIMEIRA INFANCIA";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6998, de 2013, do Sr. Osmar Terra e outros, que ""altera o art. 1º e insere dispositivos sobre a Primeira Infância na Lei nº 8.069, de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências""";"COMISSÃO ESPECIAL - PL 6998/13 - PRIMEIRA INFANCIA";"3";"Comissão Especial";"2014-02-11T00:00:00";"2014-03-19T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537229";"CEXMORCI";"MORTE DO REPÓRTER CINEMATOGRÁFICO";"Comissão Externa, sem ônus para a Câmara dos Deputados, destinada a acompanhar e se informar de todo o andamento do processo em relação ao crime que aconteceu com o cinegrafista da TV Bandeirantes, Santiago Ilídio Andrade.";"Comissão Externa sobre a Morte do Repórter Cinematográfico";"5";"Comissão Externa";"2014-02-12T00:00:00";"2014-02-12T00:00:00";"2014-03-26T00:00:00";"";"5";"Parecer aprovado";"Câmara dos Deputados";"Anexo II - Pavimento Superior - sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537230";"CEMEDICA";"REDUÇÃO DOS IMPOSTOS SOBRE OS MEDICAMENTOS";"Comissão Especial destinada a  debater a redução dos impostos sobre os medicamentos";"Comissão Especial sobre Redução dos Impostos sobre os Medicamentos";"3";"Comissão Especial";"2014-02-18T00:00:00";"2014-05-20T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537232";"CEXPETRO";"INVESTIGAÇÕES SOBRE A SBM OFFSHORE E A PETROBRAS";"Comissão Externa para acompanhar as investigações efetuadas pelo Openbaar Ministerie, em Amsterdam, Holanda, acerca das operações e procedimentos no Brasil da Empresa SBM Offshore, cuja sede situa-se naquele País, e que envolvem possíveis práticas de suborno";"Comissão Externa sobre a SBM Offshore e a Petrobras";"5";"Comissão Externa";"2014-03-25T00:00:00";"2014-04-02T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537234";"CEXENCMA";"ENCHENTE DO RIO MADEIRA - ACRE E RONDÔNIA";"Comissão Externa destinada a avaliar as causas da enchente do Rio Madeira e acompanhar as ações empreendidas pelo governo federal, pelo governo do estado de Rondônia e prefeituras das cidades da região amazônica atingidas.";"Comissão Externa sobre Enchente do Rio Madeira - Acre e Rondônia";"5";"Comissão Externa";"2014-02-24T00:00:00";"2014-02-24T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO";"Esporte";"Comissão do Esporte";"Comissão do Esporte";"2";"Comissão Permanente";"2014-02-19T00:00:00";"2024-03-06T00:00:00";"";"";"3";"Constituída";"Câmara dos Deputados";"Anexo II, Térreo, Ala C, sala 2-C";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537237";"CMPVIOMU";"Comissão Mista de Combate à Violência contra a Mulher";"Comissão Permanente Mista de Combate à Violência contra a Mulher.";"Comissão Mista Permanente de Combate à Violência contra a Mulher";"6";"Comissão Mista Permanente";"";"";"";"";"";"";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537239";"SEMULHER";"SECRETARIA DA MULHER";"Secretaria da Mulher";"SECRETARIA DA MULHER";"15";"COORDENADORIA DA MULHER";"2013-07-10T00:00:00";"2013-07-10T00:00:00";"";"";"2";"Criada";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537240";"PEC16599";"PEC 165/99 - CRIAÇÃO DE MUNICÍPIOS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 165-A de 1999, do Sr. Sérgio Carvalho e outros, que ""altera o art. 18 da Constituição Federal, para acrescentar parágrafo excepcionando a criação de municípios oriundos de distritos distantes mais de 70 Km da sede"" (dispensa a exigencia de aprovação de lei estadual e realização de estudo de viabilidade municipal para que sejam criados tais municipios), e apensadas.";"COMISSÃO ESPECIAL - PEC 165/99 - CRIAÇÃO DE MUNICÍPIOS";"3";"Comissão Especial";"2014-03-18T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537248";"PL372212";"PL 3722/12 - DISCIPLINA NORMAS SOBRE ARMAS DE FOGO";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 3722, de 2012, do Sr. Rogério Peninha Mendonça, que ""disciplina as normas sobre aquisição, posse, porte e circulação de armas de fogo e munições, cominando penalidades e dando providências correlatas"" (altera o Decreto-lei nº 2.848, de 1940 e revoga a Lei nº 10.826, de 2003)";"COMISSÃO ESPECIAL - PL 3722/12 - DISCIPLINA NORMAS SOBRE ARMAS DE FOGO";"3";"Comissão Especial";"2014-04-11T00:00:00";"2014-06-03T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537249";"PARLAJ14";"PARLAMENTO JOVEM BRASILEIRO";"Comissão Executiva encarregada de implementar todos os procedimentos necessários à realização da sessão do Parlamento Jovem Brasileiro.";"COMISSÃO ESPECIAL - PARLAMENTO JOVEM BRASILEIRO";"3";"Comissão Especial";"2014-03-12T00:00:00";"2014-03-12T00:00:00";"2015-01-30T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Prédio do CEFOR, Sala 27";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537252";"PEC17907";"PEC 179/07 - DESTINA RECURSOS DA CIDE-COMBUSTÍVEL";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 179-A, de 2007, do Sr. Jilmar Tatto e outros, que ""acresce alínea ao inciso II do § 4.º do art. 177 e acresce § 5.º ao mesmo artigo, para ampliar o rol de destinações da contribuição de intervenção no domínio econômico relativa às atividades de importação ou comercialização de petróleo e seus derivados, gás natural e seus derivados e álcool combustível"" e apensado (destina recursos da Cide-Combustível para o financiamento de programas de subsídio às tarifas de transporte coletivo para a população de baixa renda), e apensada";"COMISSÃO ESPECIAL - PEC 179/07 - DESTINA RECURSOS DA CIDE-COMBUSTÍVEL";"3";"Comissão Especial";"2014-05-22T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537253";"SUBTRAHU";"CSPCCO-SUBCOMISSÃO ESPECIAL COMBATE TRÁFICO HUMANO";"Subcomissão Especial de Combate ao Tráfico Humano";"CSPCCO-SUBCOMISSÃO ESPECIAL COMBATE TRÁFICO HUMANO";"25";"Subcomissão";"2014-03-12T00:00:00";"2014-03-12T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537254";"SUBDROBR";"SUBCOMISSÃO PERMANENTE PROBLEMA DROGAS NO BRASIL";"Subcomissão Permanente para discutir o agravamento do problema das drogas no Brasil";"SUBCOMISSÃO PERMANENTE PROBLEMA DROGAS NO BRASIL";"25";"Subcomissão";"2014-03-21T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537255";"PEC03907";"PEC 039/07 - ÁGUA COMO DIREITO SOCIAL";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 39-A de 2007, do Sr. Raimundo Gomes de Matos e outros, que ""dá nova redação ao art. 6º da Constituição Federal"" (inclui a água como direito social), e apensada.";"Comissão Especial sobre Água como Direito Social (PEC 039/07)";"3";"Comissão Especial";"2014-06-05T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537256";"PL710814";"PL 7108/14 - ARBITRAGEM";"Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 7108, de 2014, do Senado Federal, que ""altera a Lei nº 9.307, de 23 de setembro de 1996, e a Lei nº 6.404, de 15 de dezembro de 1976, para ampliar o  âmbito de aplicação da arbitragem e dispor sobre a escolha dos árbitros quando as partes recorrem a órgão arbitral, a interrupção da prescrição pela instituição da arbitragem, a concessão de tutelas cautelares e de urgência nos casos de arbitragem, a carta arbitral, a sentença arbitral e o incentivo ao estudo do instituto da arbitragem; e revoga dispositivos da Lei nº 9.307, de 23 de setembro de 1996"".";"COMISSÃO ESPECIAL - PL 7108/14 - ARBITRAGEM";"3";"Comissão Especial";"2014-04-11T00:00:00";"2014-05-21T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537257";"CETELEF";"MARCO REGULATÓRIO DA TELEFONIA";"Comissão Especial destinada a estudar e elaborar proposições a fim de criar o Marco Regulatório da Telefonia.";"Comissão Especial sobre Marco Regulatório da Telefonia";"3";"Comissão Especial";"2014-05-12T00:00:00";"";"";"";"";"";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537259";"SUBOBRAS";"CVT-SUB RECURSOS PUBLICOS FED. OBRAS INACABADAS";"Subcomissão Permanente para acompanhamento dos recursos públicos federais aplicados em obras inacabadas.";"CVT-SUB RECURSOS PUBLICOS FED. OBRAS INACABADAS";"25";"Subcomissão";"2014-04-03T00:00:00";"2014-04-03T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537260";"SUBGNV";"CVT-SUB. ESPECIAL IMPL. GNV VEICULOS AUTOMOTORES";"Subcomissão Especial para discutir, analisar e avaliar o grau de consolidação dos programas de implantação de GNV em veículos automotores nas Unidades da Federação.";"CVT-SUB. ESPECIAL IMPL. GNV VEICULOS AUTOMOTORES";"25";"Subcomissão";"2014-04-03T00:00:00";"2014-04-03T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537261";"CEMANIFE";"LEGISLAÇÃO SOBRE MANIFESTAÇÕES POPULARES";"Comissão Especial para propor legislação de garantias, segurança e de condições de realização de manifestações populares";"Comissão Especial sobre Legislação das Manifestações Populares";"3";"Comissão Especial";"2014-04-10T00:00:00";"";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537262";"SUBCOOPE";"CFT - SUBCOMISSÃO ESPECIAL DO COOPERATIVISMO";"Subcomissão Especial do Cooperativismo";"CFT - SUBCOMISSÃO ESPECIAL DO COOPERATIVISMO";"25";"Subcomissão";"2014-04-02T00:00:00";"2014-04-02T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537265";"SUBARIDO";"CINDRA-SUBCOMISSÃO PERM. DE DESENV. DO SEMIÁRIDO";"Subcomissão permanente de desenvolvimento do semiárido e combate à seca";"CINDRA-SUBCOMISSÃO PERM. DE DESENV. DO SEMIÁRIDO";"25";"Subcomissão";"2014-03-12T00:00:00";"2014-03-12T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537268";"SUBUSINA";"CINDRA-SUBCOMISSÃO ESPECIAL USINA SANTO ANTÔNIO";"Subcomissão especial para acompanhar os efeitos causados pela Usina Santo Antônio no assentamento Joana Darc no Município de Porto Velho em Rondônia";"CINDRA-SUBCOMISSÃO ESPECIAL USINA SANTO ANTÔNIO";"25";"Subcomissão";"2014-03-12T00:00:00";"2014-03-12T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537269";"SUBPACTO";"CINDRA-SUBCOMISSÃO ESPECIAL PACTO FEDERATIVO";"Subcomissão especial do Pacto Federativo para a Integração Nacional";"CINDRA-SUBCOMISSÃO ESPECIAL PACTO FEDERATIVO";"25";"Subcomissão";"2014-03-12T00:00:00";"2014-03-12T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537272";"PEC17612";"PEC 176/12 - RETIRA IDOSOS/OUTROS ORDEM PRECATÓRIO";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 176-A, de 2012, do Sr. Edson Pimenta e outros, que ""introduz parágrafo no art. 100 da Constituição Federal, retirando idosos e portadores de doença grave ou incapacitante da ordem de precatórios"", e apensada";"COMISSÃO ESPECIAL - PEC 176/12 - RETIRA IDOSOS/OUTROS ORDEM PRECATÓRIO";"3";"Comissão Especial";"2014-05-13T00:00:00";"2014-09-02T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537273";"CEXRACIS";"COMBATE AO RACISMO NO BRASIL";"Comissão Externa da Câmara dos Deputados, com ônus para esta Casa, para propor ações legislativas e políticas capazes de combater os recentes casos de Racismo, bem como investigar as providências adotadas pelos setores públicos e privados.";"Comissão Externa sobre Combate ao Racismo no Brasil";"5";"Comissão Externa";"2014-04-24T00:00:00";"2014-04-24T00:00:00";"2014-11-12T00:00:00";"";"5";"Parecer aprovado";"Câmara dos Deputados";"Anexo II - Pavimento Superior - Sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537275";"PEC42614";"PEC 426/14 - PARTICIPAÇÃO DOS MUNICÍPIOS";"Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 426-A, de 2014, do Senado Federal, que ""altera o art. 159 da Constituição Federal, para aumentar a entrega de recursos pela União para o Fundo de Participação dos Municípios";"COMISSÃO ESPECIAL - PEC 426/14 - PARTICIPAÇÃO DOS MUNICÍPIOS";"3";"Comissão Especial";"2014-04-29T00:00:00";"2014-05-14T00:00:00";"2014-12-02T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anexo II - Pavimento Superior - sala 165-B";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537277";"CEXOIE";"82ª SESSÃO GERAL DA OIE (SAÚDE ANIMAL)";"Comissão Externa para acompanhar a 82ª Sessão Geral da Assembleia Mundial dos Delegados da Organização Mundial de Saúde Animal - OIE, a ser realizada de 25 a 30 de maio em Paris/França";"Comissão Externa sobre a 82ª Sessão Geral da Org. Mundial de Saúde Animal (OIE)";"5";"Comissão Externa";"2014-04-30T00:00:00";"2014-04-30T00:00:00";"2014-06-02T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537279";"CPMIPETR";"IRREGULARIDADES NA PETROBRAS";"Comissão Parlamentar Mista de Inquérito, com a finalidade de investigar irregularidades envolvendo a empresa Petróleo Brasileiro S/A (PETROBRAS), ocorridas entre os anos de 2005 e 2014 e relacionadas à compra da Refinaria de Pasadena, no Texas (EUA); ao lançamento de plataformas inacabadas; ao pagamento de propina a funcionário da estatal; e ao superfaturamento na construção de refinarias";"IRREGULARIDADES NA PETROBRAS";"20";"Comissão Parlamentar Mista de Inquérito";"2014-05-27T00:00:00";"2014-05-28T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Congresso Nacional";"";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537280";"SUBDIDEF";"CSSF-SUBCOMISSÃO ESPECIAL PESSOAS COM DEFICIÊNCIA";"Subcomissão Especial para Monitoramento do Plano Nacional dos Direitos das Pessoas com Deficiência "" Viver sem Limites"".";"CSSF-SUBCOMISSÃO ESPECIAL PESSOAS COM DEFICIÊNCIA";"25";"Subcomissão";"2014-03-26T00:00:00";"2014-04-29T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"Anex II Ala A sala 145";""
"https://dadosabertos.camara.leg.br/api/v2/orgaos/537285";"SUBTAVBR";"CVT-SUBCOMISSÃO PERMANENTE TREM ALTA VELOCIDADE";"Subcomissão Permanente para monitorar a implementação do projeto do Trem de Alta Velocidade Brasileiro - TAV - e as ações para aprimoramento dos sistemas de transporte de passageiros sobre trilhos nas regiões metropolitanas e a expansão do transporte de cargas sobre trilhos.";"CVT-SUBCOMISSÃO PERMANENTE TREM ALTA VELOCIDADE";"25";"Subcomissão";"2014-05-07T00:00:00";"2014-05-14T00:00:00";"2015-01-31T00:00:00";"";"7";"Extinta";"Câmara dos Deputados";"";""
